client_id,client_name,zip_code,region_tier
845,Bryan Macdonald,32792,High
846,Christine French,32789,High
847,Alexander Walsh,32714,Mid
848,Christopher Jones,32746,Mid
849,Kara Reed,32707,Standard
850,Jody Hawkins,32746,Mid
851,Gary Donaldson,32792,High
852,Phillip Gomez MD,32789,High
853,Ms. Natalie Rosario MD,32750,Mid
854,Raymond Wilson,32750,Mid
855,Christine Clark,32765,Standard
856,Dakota Rodriguez,32789,High
857,Erica Stone,34786,High
858,Brandon Gregory,32765,Standard
